IMU θ,L_ENC,R_ENC,X,Y,θ,FWD,TURN
 -0.012,  14660,  17490,  0.107,  0.975,  3.022,  0.030, -0.071
 -0.012,  14696,  17520,  0.101,  0.976,  3.016,  0.029, -0.072
 -0.012,  14727,  17549,  0.096,  0.977,  3.014,  0.027, -0.073
 -0.012,  14758,  17575,  0.091,  0.977,  3.008,  0.026, -0.076
 -0.012,  14788,  17600,  0.087,  0.978,  3.003,  0.024, -0.075
 -0.012,  14797,  17630,  0.083,  0.978,  3.025,  0.000,  0.799
 -0.012,  14767,  17692,  0.081,  0.978,  3.124,  0.000,  0.804
 -0.012,  14729,  17763,  0.078,  0.978, -3.043,  0.000,  0.808
 -0.012,  14685,  17835,  0.076,  0.978, -2.919,  0.000,  0.813
 -0.012,  14636,  17905,  0.074,  0.978, -2.792,  0.000,  0.769
 -0.012,  14588,  17971,  0.072,  0.977, -2.670,  0.000,  0.725
 -0.012,  14540,  18034,  0.071,  0.976, -2.552,  0.000,  0.653
 -0.012,  14497,  18091,  0.070,  0.976, -2.445,  0.000,  0.586
 -0.012,  14453,  18142,  0.070,  0.975, -2.344,  0.000,  0.524
 -0.012,  14415,  18187,  0.070,  0.975, -2.255,  0.000,  0.466
 -0.012,  14380,  18228,  0.069,  0.974, -2.174,  0.000,  0.417
 -0.012,  14349,  18266,  0.069,  0.974, -2.100,  0.000,  0.361
 -0.012,  14322,  18302,  0.069,  0.973, -2.033,  0.000,  0.319
 -0.012,  14298,  18333,  0.068,  0.973, -1.974,  0.000,  0.277
 -0.012,  14277,  18361,  0.068,  0.972, -1.922,  0.000,  0.240
 -0.012,  14259,  18384,  0.068,  0.972, -1.878,  0.000,  0.206
 -0.012,  14245,  18405,  0.068,  0.971, -1.841,  0.000,  0.172
 -0.012,  14231,  18423,  0.068,  0.971, -1.806,  0.000,  0.146
 -0.012,  14220,  18437,  0.068,  0.970, -1.780,  0.000,  0.122
 -0.012,  14211,  18450,  0.068,  0.970, -1.756,  0.000,  0.103
 -0.012,  14205,  18460,  0.068,  0.970, -1.739,  0.000,  0.086
 -0.012,  14199,  18470,  0.068,  0.969, -1.722,  0.000,  0.073
 -0.012,  14194,  18477,  0.068,  0.969, -1.709,  0.000,  0.062
 -0.012,  14189,  18483,  0.068,  0.969, -1.697,  0.000,  0.052
 -0.012,  14186,  18488,  0.068,  0.969, -1.689,  0.000,  0.042
 -0.012,  14184,  18492,  0.067,  0.969, -1.682,  0.000,  0.037
 -0.012,  14181,  18495,  0.067,  0.969, -1.676,  0.000,  0.030
 -0.012,  14181,  18499,  0.067,  0.969, -1.672,  0.008,  0.034
 -0.012,  14203,  18532,  0.067,  0.964, -1.660,  0.103,  0.030
 -0.012,  14284,  18639,  0.066,  0.948, -1.632,  0.142,  0.026
 -0.012,  14414,  18789,  0.065,  0.924, -1.611,  0.168,  0.023
 -0.012,  14571,  18959,  0.064,  0.897, -1.597,  0.188,  0.017
 -0.012,  14755,  19150,  0.063,  0.865, -1.590,  0.199, -0.000
 -0.012,  14954,  19350,  0.063,  0.831, -1.588,  0.206, -0.018
 -0.012,  15162,  19556,  0.062,  0.796, -1.591,  0.209, -0.030
 -0.012,  15373,  19763,  0.061,  0.761, -1.595,  0.206, -0.036
 -0.012,  15583,  19964,  0.060,  0.726, -1.605,  0.198, -0.040
 -0.012,  15782,  20156,  0.059,  0.693, -1.612,  0.189, -0.040
 -0.012,  15973,  20343,  0.057,  0.661, -1.616,  0.180, -0.039
 -0.012,  16155,  20520,  0.056,  0.631, -1.622,  0.173, -0.036
 -0.012,  16331,  20691,  0.054,  0.602, -1.627,  0.166, -0.031
 -0.012,  16498,  20855,  0.053,  0.574, -1.630,  0.158, -0.029
 -0.012,  16657,  21012,  0.051,  0.547, -1.632,  0.151, -0.026
 -0.012,  16810,  21162,  0.050,  0.521, -1.635,  0.144, -0.024
